"ID","Tank","Subject","Type","Sex","Object_placement","Distance_moved","Velocity","In_zone2_Freq","In_zone_2_cumulative","Zone_2_latency_to_first","In_zone1_Freq","In_zone_1_cumulative","Zone_1_latency_to_first","In_zoneN_Freq","In_zone_N_cumulative","Zone_N_latency_to_first","Moving_","Not_Moving_","Object_1_zone_Freq...19","Object_1_zone_Freq...20","Object_1_zone_latency","Object_2_zone_Freq...22","Object_2_zone_Freq...23","Object_2_zone_latency","Zone_2_Neutral_Zone_Zone_1","Turn_angle","Angular_velocity"
223,"C2",56,"Preference NO21a vs FO21","M","Left",565.308,1.70043,7,23.9774,"0",17,54.6245,"57.4925",23,252.647,"41.585299999999997",93.7087,238.841,2,0.967101,"329.88099999999997",9,4.30193,"153.73599999999999",2,-0.07696,-2.30788
224,"C2",56,"Preference NO21b vs FO21","M","Right",396.089,1.09874,8,99.8773,"76.533699999999996",7,65.9623,"0.10004399999999999",14,192.218,"43.219000000000001",66.9294,293.562,3,2.4344,"122.254",1,0.400176,"0.20008799999999999",2,-0.25904,-7.76779
225,"C2",57,"Habitation","F",NA,1217.59,4.05861,9,14.9067,"0",12,246.577,"14.4398",20,37.9504,"2.4344299999999999",256.949,43.0527,4,4.10184,"1.3005800000000001",17,9.8711,"15.4069",2,-0.69766,-20.9205
226,"C2",57,"FO21","F",NA,1243.35,3.44775,4,4.53533,"0.60026400000000002",8,309.469,"0.10004399999999999",12,46.2537,"0.36682799999999999",281.857,78.768,2,0.200088,"0.66696",4,1.43396,"83.870199999999997",1,-0.47676,-14.2965
227,"C2",57,"Preference NO21a vs FO21","F","Right",1037.62,2.86483,9,32.8174,"6.7035499999999999",14,248.665,"0",22,80.5427,"4.7024900000000001",227.821,134.371,4,2.13446,"7.8041299999999998",7,2.46797,"0.566967",5,0.058575,1.75631
228,"C2",57,"Preference NO21b vs FO21","F","Left",990.9,2.56443,9,51.9227,"47.954300000000003",13,191.884,"0",20,141.995,"3.4348299999999998",258.713,127.689,10,6.56954,"52.622999999999998",10,4.16849,"92.7072",1,0.618074,18.5341
229,"C2",58,"Habitation","M",NA,1558.65,5.19495,33,37.5164,"0",49,116.951,"0.66695800000000005",81,144.363,"0.26678299999999999",291.794,8.23693,11,7.43658,"54.557200000000002",42,47.6541,"1.23387",4,-0.69928,-20.9693
230,"C2",58,"FO21","M",NA,1458.37,4.04589,0,0,"-",11,8.33697,"0.20008699999999999",13,352.087,"0",355.922,4.53532,0,0,"-",0,0,"-",0,-0.03779,-1.13325
231,"C2",58,"Preference NO21a vs FO21","M","Left",1350.75,3.74629,18,37.2496,"58.825699999999998",11,6.2694,"39.884099999999997",30,314.504,"0",356.189,4.36857,1,0.166739,"186.982",0,0,"-",1,0.73053,21.9063
232,"C2",58,"Preference NO21b vs FO21","M","Right",1240.57,3.43435,1,0.200088,"2.8012299999999999",32,35.9491,"0.96709199999999995",34,325.11,"0",333.78,27.4454,0,0,"-",3,1.06714,"1.06714",0,1.06142,31.8285
233,"C2",59,"Habitation","M",NA,1228.48,4.09495,18,99.9109,"8.5704600000000006",15,124.488,"3.3348000000000003E-2",33,74.633,"0.233436",223.699,76.3004,17,27.7456,"10.204499999999999",9,5.86926,"0.10004399999999999",4,-0.47446,-14.2274
234,"C2",59,"FO21","M",NA,1133.34,3.1369,12,39.5842,"6.6696000000000005E-2",28,185.082,"1.36727",39,136.194,"0.33348100000000003",191.351,169.942,11,8.17028,"44.586399999999998",12,9.07068,"3.0013299999999998",9,-0.03719,-1.11525
235,"C2",59,"Preference NO21a vs FO21","M","Right",1051.87,2.91708,28,190.683,"77.033600000000007",12,108.081,"0",37,60.5598,"75.899799999999999",163.138,197.453,29,26.1114,"77.333799999999997",4,2.20096,"120.152",10,-0.16762,-5.02632
236,"C2",59,"Preference NO21b vs FO21","M","Left",866.433,2.39815,16,103.779,"72.565200000000004",16,69.2638,"0.46687200000000001",32,187.482,"0",155.502,205.791,7,4.63537,"84.170400000000001",4,2.63449,"139.995",11,0.078986,2.36854
237,"C2",60,"Habitation","F",NA,1635.78,5.455,23,134.327,"3.50156",25,84.7711,"0",50,79.2687,"1.8008",278.357,21.6096,24,15.04,"32.847999999999999",13,7.43665,"14.8733",10,0.14871,4.45931
238,"C2",60,"FO21","F",NA,2003.64,5.54834,28,147.13,"0",32,110.281,"1.0671299999999999",58,102.411,"0.86704199999999998",323.874,37.2495,11,4.93547,"0.70030300000000001",2,0.400173,"1.1338200000000001",19,-0.24648,-7.39116
239,"C2",60,"Preference NO21a vs FO21","F","Left",1890.28,4.99593,27,159.902,"18.0078",30,72.6313,"4.6353299999999997",58,143.328,"0",353.752,24.6106,16,7.53658,"83.569299999999998",9,5.70246,"58.925400000000003",13,-0.22368,-6.7074
240,"C2",60,"Preference NO21b vs FO21","F","Right",1837.04,5.09119,7,3.26811,"57.758899999999997",61,167.674,"0.20008799999999999",69,189.684,"0",320.042,40.7847,0,0,"-",43,18.2414,"1.03379",0,-0.18001,-5.39781
241,"C2",61,"Habitation","F",NA,1856.05,6.18683,26,67.33,"0",37,138.528,"1.3339300000000001",64,93.0081,"0.90040100000000001",289.296,10.7048,31,28.5794,"3.3348000000000003E-2",45,34.6488,"9.2374500000000008",14,-0.07458,-2.23652
242,"C2",61,"FO21","F",NA,2239.39,6.20918,29,128.256,"0",36,73.6655,"5.76919",68,156.835,"2.9679600000000002",342.483,18.1746,34,17.1742,"0.70030499999999996",10,3.9684,"54.957299999999996",13,0.168763,5.06062
243,"C2",61,"Preference NO21a vs FO21","F","Right",2132.25,6.16458,26,22.3099,"5.7692199999999998",23,21.8097,"0",54,299.866,"3.43485",311.505,34.3819,4,1.7341,"123.021",8,2.83459,"4.73543",5,-1.2335,-36.9885
244,"C2",61,"Preference NO21b vs FO21","F","Left",1730.92,5.34826,13,9.77096,"1.06714",51,44.753,"0",66,268.785,"0.36682799999999999",266.25,57.492,4,1.20053,"1.5340100000000001",12,4.56868,"48.7881",1,-0.28713,-8.6101
245,"C2",62,"Habitation","M",NA,1421.17,4.73828,34,141.43,"0.333482",25,61.8276,"6.6696000000000005E-2",57,95.0757,"0.166741",252.513,47.4211,25,23.944,"31.347300000000001",12,9.60428,"35.515799999999999",12,-0.12027,-3.60661
246,"C2",62,"FO21","M",NA,1676.99,4.65328,34,102.011,"1.6340399999999999",40,87.7711,"3.3347000000000002E-2",75,168.906,"0",300.263,60.1259,5,2.76786,"2.3676900000000001",17,9.67083,"0.10004300000000001",11,-0.53779,-16.1268
247,"C2",62,"Preference NO21a vs FO21","M","Left",1216.53,3.37464,18,38.2167,"0.13339100000000001",37,104.612,"1.4339599999999999",55,216.194,"0",240.705,119.786,3,1.80079,"0.36682599999999999",8,2.90127,"1.6007",11,-0.2153,-6.45601
248,"C2",62,"Preference NO21b vs FO21","M","Right",850.223,2.31001,19,45.4198,"68.1965",22,60.393,"63.727800000000002",43,260.781,"0",180.012,188.149,0,0,"-",2,1.56735,"135.75899999999999",9,-0.53642,-16.0855
249,"C2",63,"Habitation","F",NA,1319.36,4.3974,12,272.52,"1.8341400000000001",4,6.56955,"1.33392",16,20.3423,"0",216.262,83.7702,11,11.7385,"5.6691599999999998",4,2.70119,"3.36815",0,0.442834,13.2792
250,"C2",63,"FO21","F",NA,1627.35,4.45775,28,87.205,"84.203699999999998",29,70.9312,"97.342799999999997",58,205.29,"0",264.316,100.744,3,1.53401,"304.2",22,15.2067,"98.043099999999995",16,-0.11874,-3.56056
251,"C2",63,"Preference NO21a vs FO21","F","Right",1678.5,4.61983,38,178.211,"2.6344799999999999",24,44.5861,"0.40017399999999997",63,138.227,"0",257.679,105.646,20,15.34,"3.3014399999999999",9,4.93549,"79.167900000000003",19,0.063713,1.91062
252,"C2",63,"Preference NO21b vs FO21","F","Left",1304.87,3.61871,29,75.8331,"0.66695800000000005",22,53.9236,"2.7345299999999999",51,229.067,"0",219.629,140.962,4,3.00131,"3.5682200000000002",9,4.23518,"114.18300000000001",13,-0.03967,-1.18964
253,"C3",64,"Habitation","M",NA,1572.56,5.24184,26,102.579,"0",24,101.412,"11.271699999999999",48,94.3087,"1.6674100000000001",285.027,14.9733,29,26.245,"1.13384",31,24.9111,"13.005800000000001",13,-0.01958,-0.5872
254,"C3",64,"FO21","M",NA,1732.29,4.55146,22,89.9059,"11.638400000000001",32,146.464,"23.843699999999998",53,142.029,"0",339.482,41.118,14,6.4028,"81.168800000000005",16,9.23737,"25.0776",11,0.536334,16.083
255,"C3",64,"Preference NO21a vs FO21","M","Left",1362.64,3.78134,24,108.514,"0",27,64.8619,"32.781100000000002",49,184.181,"32.581000000000003",276.388,84.0703,10,2.86793,"32.414299999999997",7,2.70119,"44.4529",13,0.256821,7.70124
256,"C3",64,"Preference NO21b vs FO21","M","Right",1095.48,2.89351,17,70.7642,"0",19,83.6365,"9.8042800000000003",36,223.164,"1.7007399999999999",241.639,136.96,8,4.86879,"30.846800000000002",7,6.13601,"55.891100000000002",7,0.427021,12.805
257,"C3",65,"Habitation","M",NA,2232.43,7.44138,28,58.5931,"2.0676000000000001",43,122.622,"0",70,118.22,"0.36683199999999999",277.292,22.7103,32,15.4737,"2.1676500000000001",61,36.4832,"3.3348000000000003E-2",20,-0.51963,-15.5819
258,"C3",65,"FO21","M",NA,2130.32,5.88719,24,87.8048,"11.7051",38,114.716,"0.10004300000000001",62,157.802,"0.36682500000000001",331.711,30.1464,15,7.06973,"28.112200000000001",17,12.2053,"0.166739",14,-0.28827,-8.64426
259,"C3",65,"Preference NO21a vs FO21","M","Right",1927.97,5.0625,62,233.703,"0",9,10.1044,"161.33799999999999",71,134.726,"1.36727",268.285,112.549,21,11.5384,"48.187899999999999",2,1.53401,"161.70400000000001",5,0.383045,11.4863
260,"C3",65,"Preference NO21b vs FO21","M","Left",1323.49,3.67068,39,233.335,"0",8,11.7385,"7.9367999999999999",47,112.716,"1.1004799999999999",205.456,155.101,23,13.4392,"0.80034899999999998",4,2.70118,"8.2035800000000005",7,0.261452,7.84008
261,"C3",66,"Habitation","M",NA,1657.29,5.5237,26,67.5632,"0",42,133.426,"2.9012799999999999",67,97.4098,"0.16674",245.475,54.5575,6,4.70208,"1.00044",22,11.3384,"3.5348999999999999",11,-0.22299,-6.68686
262,"C3",66,"FO21","M",NA,1894.08,5.37192,22,105.713,"7.57",31,100.077,"0",52,145.564,"0.73365599999999997",308.569,44.1194,28,18.4748,"11.8385",27,10.8714,"21.676200000000001",8,0.298326,8.94586
263,"C3",66,"Preference NO21a vs FO21","M","Left",76.8308,0.212597,2,360.925,"6.6696000000000005E-2",0,0,"-",1,0.466872,"0.8337",5.86925,355.523,7,301.266,"0.233436",0,0,"-",0,0.070451,2.1126
264,"C3",66,"Preference NO21b vs FO21","M","Right",135.006,0.374888,3,358.19,"0",1,0.666958,"62.160499999999999",4,1.23387,"0.10004300000000001",10.2712,349.853,2,0.733654,"1.7007399999999999",0,0,"-",1,0.455051,13.6455
265,"C3",67,"Habitation","M",NA,1397.84,4.6605,21,68.097,"9.0373599999999996",19,129.358,"1.43397",39,101.012,"0",280.925,19.0752,24,26.0783,"16.2072",38,53.7573,"2.13428",6,-0.54389,-16.3094
266,"C3",67,"FO21","M",NA,1645.95,4.51697,16,42.8853,"12.4054",22,40.7844,"3.9016899999999999",38,276.887,"2.8679100000000002",345.45,18.9416,8,9.50412,"277.85399999999998",5,2.03422,"4.1684700000000001",1,-1.25293,-37.5716
267,"C3",67,"Preference NO21a vs FO21","M","Right",1042.81,2.80379,5,23.0434,"9.8709799999999994",30,53.0232,"1.86748",36,295.462,"0",249.342,122.587,7,9.10398,"11.8719",3,4.56866,"287.892",3,-0.48578,-14.567
268,"C3",67,"Preference NO21b vs FO21","M","Left",591.575,1.64072,7,25.6113,"72.998800000000003",13,23.3103,"81.535899999999998",20,308.402,"2.5344500000000001",112.316,248.243,4,4.70207,"74.732900000000001",2,1.43396,"153.934",5,-0.09771,-2.93008
269,"C3",68,"Habitation","M",NA,1277.09,4.25083,15,32.0476,"0",28,145.865,"0.73365999999999998",43,121.988,"0.50022299999999997",189.151,111.283,16,19.1419,"0",41,46.9209,"0.86705299999999996",8,-0.31511,-9.44918
270,"C3",68,"FO21","M",NA,509.097,1.46594,6,16.5072,"0",10,30.9801,"2.6344799999999999",18,299.73,"1.56735",74.1655,273.319,6,2.86791,"5.9025600000000003",12,15.9736,"3.3014299999999999",4,0.380983,11.4244
271,"C3",68,"Preference NO21a vs FO21","M","Left",908.279,3.55476,12,20.2755,"2.0675599999999998",15,75.5995,"1.20052",31,158.569,"0",145.596,110.315,6,2.66782,"2.3010000000000002",30,17.6743,"7.1030800000000003",4,0.062718,1.88076
272,"C3",68,"Preference NO21b vs FO21","M","Right",390.931,1.08495,4,0.633607,"203.755",11,180.845,"1.26722",16,178.344,"0",59.1923,301.131,0,0,"-",8,7.97012,"1.4673",0,0.102761,3.08151
273,"C3",69,"Habitation","M",NA,884.366,2.94363,14,169.776,"6.0693700000000002",22,50.0557,"6.6696000000000005E-2",35,79.9023,"0.40017799999999998",172.077,128.357,17,23.4771,"7.3365999999999998",13,12.4389,"0.76700800000000002",7,-0.34199,-10.255
274,"C3",69,"FO21","M",NA,87.2808,0.242385,2,358.524,"0",1,0.533568,"0.96709199999999995",2,1.03379,"0.76700400000000002",3.76832,356.323,0,0,"-",2,0.066697,"1.03379",1,0.470397,14.1057
275,"C3",69,"Preference NO21a vs FO21","M","Right",4.07334,0.106678,1,38.2168,"0",0,0,"-",0,0,"-",0.233436,37.95,0,0,"-",0,0,"-",0,2.04249,61.2479
276,"C3",69,"Preference NO21b vs FO21","M","Left",75.4822,0.209349,1,0.300131,"6.6695000000000004E-2",4,331.378,"0.93374100000000004",5,28.9126,"0.36682599999999999",4.30188,356.256,1,0.133392,"0.13339100000000001",0,0,"-",1,-0.15756,-4.72453
277,"C3",70,"Habitation","F",NA,818.67,3.14733,18,96.7765,"0",14,32.2144,"73.666200000000003",29,130.792,"4.5353599999999998",116.118,144.298,13,11.4051,"0",7,8.90397,"73.933000000000007",6,-0.30255,-9.07258
278,"C3",70,"FO21","F",NA,120.99,0.334696,1,0.500222,"0.16674",2,359.526,"0.90039800000000003",3,1.43397,"6.6696000000000005E-2",6.03601,355.457,0,0,"-",4,1.83415,"1.40062",1,-0.25869,-7.75732
279,"C3",70,"Preference NO21a vs FO21","F","Left",11.1777,0.031122,0,0,"-",0,0,"-",1,359.191,"0",0,359.158,0,0,"-",0,0,"-",0,-0.31614,-9.47994
280,"C3",70,"Preference NO21b vs FO21","F","Right",136.288,0.378903,1,18.2746,"341.44900000000001",0,0,"-",1,341.382,"0",20.2422,339.448,0,0,"-",0,0,"-",0,-0.12555,-3.76479
281,"C3",71,"Habitation","M",NA,1546.91,5.14891,32,88.5395,"0",26,108.648,"2.03424",57,102.779,"0.56691899999999995",172.51,127.924,37,22.8435,"4.8021399999999996",19,13.2726,"2.3343699999999998",16,0.206309,6.18642
282,"C3",71,"FO21","M",NA,793.784,2.70552,14,28.8458,"1.16717",13,240.371,"2.9679500000000001",26,24.0104,"0",71.7645,221.73,13,4.36856,"2.3343500000000001",8,2.73452,"3.16804",10,0.0743,2.22803
283,"C3",71,"Preference NO21a vs FO21","M","Right",797.436,2.21065,14,285.151,"36.852899999999998",14,17.6093,"35.385399999999997",28,57.6972,"0",73.8391,286.885,12,130.669,"45.223999999999997",11,5.26946,"99.152500000000003",12,-0.05057,-1.51639
284,"C3",71,"Preference NO21b vs FO21","M","Left",787.333,2.18466,14,182.747,"0",12,20.3756,"0.33348",25,157.036,"0.13339200000000001",78.2344,282.157,12,70.6644,"3.3348000000000003E-2",6,1.80079,"0.63361199999999995",10,0.232878,6.98328
